grid,ch,year,area,newID,Block,Ownership,asp_11,east_11,elev_11,tpi_11,nort_11,slop_11,tdiv_11,elsd_11,cvr_11,fhd_11,pa20_11,pa40_11,pa10_11,rh50_11,rh98_11
1,111111100000000000000000000000000000000000000000000000000000000000000000000000000000,2014,HJA,4257,H. J. Andrews,Willamette NF,0.063938284,-0.080816461,-0.004990588,-0.707054564,-0.514801268,0.152846903,0.286494849,-0.308112873,0.572409831,0.582959883,0.570599408,0.444937041,0.323861722,0.561386432,0.512854134
1,000000000000000000000000101101110000000000000000000000000000000000000000000000000000,2016,HJA,5261,H. J. Andrews,Willamette NF,0.063938284,-0.080816461,-0.004990588,-0.707054564,-0.514801268,0.152846903,0.286494849,-0.308112873,0.572409831,0.582959883,0.570599408,0.444937041,0.323861722,0.561386432,0.512854134
1,000000000000000000000000001000000000000000000000000000000000000000000000000000000000,2016,HJA,5121,H. J. Andrews,Willamette NF,0.063938284,-0.080816461,-0.004990588,-0.707054564,-0.514801268,0.152846903,0.286494849,-0.308112873,0.572409831,0.582959883,0.570599408,0.444937041,0.323861722,0.561386432,0.512854134
1,000000000000111111010000110110010100000000000000000000000000000000000000000000000000,2015,HJA,4059,H. J. Andrews,Willamette NF,0.063938284,-0.080816461,-0.004990588,-0.707054564,-0.514801268,0.152846903,0.286494849,-0.308112873,0.572409831,0.582959883,0.570599408,0.444937041,0.323861722,0.561386432,0.512854134
1,000000000000000000000000000000000000000001110000000000000000000000000000000000000000,2017,HJA,7584,H. J. Andrews,Willamette NF,0.063938284,-0.080816461,-0.004990588,-0.707054564,-0.514801268,0.152846903,0.286494849,-0.308112873,0.572409831,0.582959883,0.570599408,0.444937041,0.323861722,0.561386432,0.512854134
1,000000000000000000000000110111110000000000000000000000000000000000000000000000000000,2016,HJA,5123,H. J. Andrews,Willamette NF,0.063938284,-0.080816461,-0.004990588,-0.707054564,-0.514801268,0.152846903,0.286494849,-0.308112873,0.572409831,0.582959883,0.570599408,0.444937041,0.323861722,0.561386432,0.512854134
1,000000000000000000000000000000000000000000000000111010010000000000000000000000000000,2018,HJA,7716,H. J. Andrews,Willamette NF,0.063938284,-0.080816461,-0.004990588,-0.707054564,-0.514801268,0.152846903,0.286494849,-0.308112873,0.572409831,0.582959883,0.570599408,0.444937041,0.323861722,0.561386432,0.512854134
1,000000000000000110000000000000000000000000000000000000000000000000000000000000000000,2015,HJA,4428,H. J. Andrews,Willamette NF,0.063938284,-0.080816461,-0.004990588,-0.707054564,-0.514801268,0.152846903,0.286494849,-0.308112873,0.572409831,0.582959883,0.570599408,0.444937041,0.323861722,0.561386432,0.512854134
1,000000000000000000000000000000000000000000000000000001010000000000000000000000000000,2018,HJA,7930,H. J. Andrews,Willamette NF,0.063938284,-0.080816461,-0.004990588,-0.707054564,-0.514801268,0.152846903,0.286494849,-0.308112873,0.572409831,0.582959883,0.570599408,0.444937041,0.323861722,0.561386432,0.512854134
1,000000000000000000000000000000000000111111110000000000000000000000000000000000000000,2017,HJA,5499,H. J. Andrews,Willamette NF,0.063938284,-0.080816461,-0.004990588,-0.707054564,-0.514801268,0.152846903,0.286494849,-0.308112873,0.572409831,0.582959883,0.570599408,0.444937041,0.323861722,0.561386432,0.512854134
1,000000000000000000000000111100110000000000000000000000000000000000000000000000000000,2016,HJA,5263,H. J. Andrews,Willamette NF,0.063938284,-0.080816461,-0.004990588,-0.707054564,-0.514801268,0.152846903,0.286494849,-0.308112873,0.572409831,0.582959883,0.570599408,0.444937041,0.323861722,0.561386432,0.512854134
1,000000000000000000000000000000000000110011110000000000000000000000000000000000000000,2017,HJA,7428,H. J. Andrews,Willamette NF,0.063938284,-0.080816461,-0.004990588,-0.707054564,-0.514801268,0.152846903,0.286494849,-0.308112873,0.572409831,0.582959883,0.570599408,0.444937041,0.323861722,0.561386432,0.512854134
1,000100000000000000000000000000000000000000000000000000000000000000000000000000000000,2014,HJA,4211,H. J. Andrews,Willamette NF,0.063938284,-0.080816461,-0.004990588,-0.707054564,-0.514801268,0.152846903,0.286494849,-0.308112873,0.572409831,0.582959883,0.570599408,0.444937041,0.323861722,0.561386432,0.512854134
1,000000000000000000000000011101100000000000000000000000000000000000000000000000000000,2016,HJA,5115,H. J. Andrews,Willamette NF,0.063938284,-0.080816461,-0.004990588,-0.707054564,-0.514801268,0.152846903,0.286494849,-0.308112873,0.572409831,0.582959883,0.570599408,0.444937041,0.323861722,0.561386432,0.512854134
1,000000000000000000000000000000000000000000000000111111010000000000000000000000000000,2018,HJA,7862,H. J. Andrews,Willamette NF,0.063938284,-0.080816461,-0.004990588,-0.707054564,-0.514801268,0.152846903,0.286494849,-0.308112873,0.572409831,0.582959883,0.570599408,0.444937041,0.323861722,0.561386432,0.512854134
1,000000000000000000000000111110110000000000000000000000000000000000000000000000000000,2016,HJA,5304,H. J. Andrews,Willamette NF,0.063938284,-0.080816461,-0.004990588,-0.707054564,-0.514801268,0.152846903,0.286494849,-0.308112873,0.572409831,0.582959883,0.570599408,0.444937041,0.323861722,0.561386432,0.512854134
1,001000000000000000000000000000000000000000000000000000000000000000000000000000000000,2014,HJA,2838,H. J. Andrews,Willamette NF,0.063938284,-0.080816461,-0.004990588,-0.707054564,-0.514801268,0.152846903,0.286494849,-0.308112873,0.572409831,0.582959883,0.570599408,0.444937041,0.323861722,0.561386432,0.512854134
1,000000000000000000000000111001000000000000000000000000000000000000000000000000000000,2016,HJA,4882,H. J. Andrews,Willamette NF,0.063938284,-0.080816461,-0.004990588,-0.707054564,-0.514801268,0.152846903,0.286494849,-0.308112873,0.572409831,0.582959883,0.570599408,0.444937041,0.323861722,0.561386432,0.512854134
1,000000000000000000000000000000000000000000000000011011100000000000000000000000000000,2018,HJA,7637,H. J. Andrews,Willamette NF,0.063938284,-0.080816461,-0.004990588,-0.707054564,-0.514801268,0.152846903,0.286494849,-0.308112873,0.572409831,0.582959883,0.570599408,0.444937041,0.323861722,0.561386432,0.512854134
1,111110110000000000000000000000000000000000000000000000000000000000000000000000000000,2014,HJA,4359,H. J. Andrews,Willamette NF,0.063938284,-0.080816461,-0.004990588,-0.707054564,-0.514801268,0.152846903,0.286494849,-0.308112873,0.572409831,0.582959883,0.570599408,0.444937041,0.323861722,0.561386432,0.512854134
1,000000000000000000000000000000010000000000000000000000000000000000000000000000000000,2016,HJA,5311,H. J. Andrews,Willamette NF,0.063938284,-0.080816461,-0.004990588,-0.707054564,-0.514801268,0.152846903,0.286494849,-0.308112873,0.572409831,0.582959883,0.570599408,0.444937041,0.323861722,0.561386432,0.512854134
1,000000000000111111110000000000000000000000000000000000000000000000000000000000000000,2015,HJA,5024,H. J. Andrews,Willamette NF,0.063938284,-0.080816461,-0.004990588,-0.707054564,-0.514801268,0.152846903,0.286494849,-0.308112873,0.572409831,0.582959883,0.570599408,0.444937041,0.323861722,0.561386432,0.512854134
1,000000000000000000000000000000000000011111100000000000000000000000000000000000000000,2017,HJA,5313,H. J. Andrews,Willamette NF,0.063938284,-0.080816461,-0.004990588,-0.707054564,-0.514801268,0.152846903,0.286494849,-0.308112873,0.572409831,0.582959883,0.570599408,0.444937041,0.323861722,0.561386432,0.512854134
1,000000000000000000000000111111110000000000000000000000000000000000000000000000000000,2016,HJA,5314,H. J. Andrews,Willamette NF,0.063938284,-0.080816461,-0.004990588,-0.707054564,-0.514801268,0.152846903,0.286494849,-0.308112873,0.572409831,0.582959883,0.570599408,0.444937041,0.323861722,0.561386432,0.512854134
1,000000000000000000000000000001110000000000000000000000000000000000000000000000000000,2016,HJA,5257,H. J. Andrews,Willamette NF,0.063938284,-0.080816461,-0.004990588,-0.707054564,-0.514801268,0.152846903,0.286494849,-0.308112873,0.572409831,0.582959883,0.570599408,0.444937041,0.323861722,0.561386432,0.512854134
1,000000000000000000000000000000000000110111110000000000000000000000000000000000000000,2017,HJA,5396,H. J. Andrews,Willamette NF,0.063938284,-0.080816461,-0.004990588,-0.707054564,-0.514801268,0.152846903,0.286494849,-0.308112873,0.572409831,0.582959883,0.570599408,0.444937041,0.323861722,0.561386432,0.512854134
1,000000000000000000000000000000000000100111010000000000000000000000000000000000000000,2017,HJA,7540,H. J. Andrews,Willamette NF,0.063938284,-0.080816461,-0.004990588,-0.707054564,-0.514801268,0.152846903,0.286494849,-0.308112873,0.572409831,0.582959883,0.570599408,0.444937041,0.323861722,0.561386432,0.512854134
1,001010110000000000000000000000000000000000000000000000000000000000000000000000000000,2014,HJA,4019,H. J. Andrews,Willamette NF,0.063938284,-0.080816461,-0.004990588,-0.707054564,-0.514801268,0.152846903,0.286494849,-0.308112873,0.572409831,0.582959883,0.570599408,0.444937041,0.323861722,0.561386432,0.512854134
1,000000000000000000000000000000000000000001110000000000000000000000000000000000000000,2017,HJA,7301,H. J. Andrews,Willamette NF,0.063938284,-0.080816461,-0.004990588,-0.707054564,-0.514801268,0.152846903,0.286494849,-0.308112873,0.572409831,0.582959883,0.570599408,0.444937041,0.323861722,0.561386432,0.512854134
1,000000000000000000000000000000000000000000000000111100000000000000000000000000000000,2018,HJA,7706,H. J. Andrews,Willamette NF,0.063938284,-0.080816461,-0.004990588,-0.707054564,-0.514801268,0.152846903,0.286494849,-0.308112873,0.572409831,0.582959883,0.570599408,0.444937041,0.323861722,0.561386432,0.512854134
1,000000000000111111110000111111110000110111110000011100110000000000000000000000000000,2015,HJA,4842,H. J. Andrews,Willamette NF,0.063938284,-0.080816461,-0.004990588,-0.707054564,-0.514801268,0.152846903,0.286494849,-0.308112873,0.572409831,0.582959883,0.570599408,0.444937041,0.323861722,0.561386432,0.512854134
1,000000000000000000000000000000000000111110110000111110000000000000000000000000000000,2017,HJA,7051,H. J. Andrews,Willamette NF,0.063938284,-0.080816461,-0.004990588,-0.707054564,-0.514801268,0.152846903,0.286494849,-0.308112873,0.572409831,0.582959883,0.570599408,0.444937041,0.323861722,0.561386432,0.512854134
1,000000000000111111110000000000000000000000000000000000000000000000000000000000000000,2015,HJA,4096,H. J. Andrews,Willamette NF,0.063938284,-0.080816461,-0.004990588,-0.707054564,-0.514801268,0.152846903,0.286494849,-0.308112873,0.572409831,0.582959883,0.570599408,0.444937041,0.323861722,0.561386432,0.512854134
1,000000000000000000000000001100000000000000000000000000000000000000000000000000000000,2016,HJA,4921,H. J. Andrews,Willamette NF,0.063938284,-0.080816461,-0.004990588,-0.707054564,-0.514801268,0.152846903,0.286494849,-0.308112873,0.572409831,0.582959883,0.570599408,0.444937041,0.323861722,0.561386432,0.512854134
1,000011010000000000000000000000000000000000000000000000000000000000000000000000000000,2014,HJA,4394,H. J. Andrews,Willamette NF,0.063938284,-0.080816461,-0.004990588,-0.707054564,-0.514801268,0.152846903,0.286494849,-0.308112873,0.572409831,0.582959883,0.570599408,0.444937041,0.323861722,0.561386432,0.512854134
1,000000000000000000000000000000000000000000000000011011100000000000000000000000000000,2018,HJA,7839,H. J. Andrews,Willamette NF,0.063938284,-0.080816461,-0.004990588,-0.707054564,-0.514801268,0.152846903,0.286494849,-0.308112873,0.572409831,0.582959883,0.570599408,0.444937041,0.323861722,0.561386432,0.512854134
1,000000000000000000000000011111010000000000000000000000000000000000000000000000000000,2016,HJA,5252,H. J. Andrews,Willamette NF,0.063938284,-0.080816461,-0.004990588,-0.707054564,-0.514801268,0.152846903,0.286494849,-0.308112873,0.572409831,0.582959883,0.570599408,0.444937041,0.323861722,0.561386432,0.512854134
1,000000000000111101110000000000000000000000000000000000000000000000000000000000000000,2015,HJA,5026,H. J. Andrews,Willamette NF,0.063938284,-0.080816461,-0.004990588,-0.707054564,-0.514801268,0.152846903,0.286494849,-0.308112873,0.572409831,0.582959883,0.570599408,0.444937041,0.323861722,0.561386432,0.512854134
1,101111100000000000000000000000000000000000000000000000000000000000000000000000000000,2014,HJA,3537,H. J. Andrews,Willamette NF,0.063938284,-0.080816461,-0.004990588,-0.707054564,-0.514801268,0.152846903,0.286494849,-0.308112873,0.572409831,0.582959883,0.570599408,0.444937041,0.323861722,0.561386432,0.512854134
1,000000000000101111110000000000000000000000000000000000000000000000000000000000000000,2015,HJA,4841,H. J. Andrews,Willamette NF,0.063938284,-0.080816461,-0.004990588,-0.707054564,-0.514801268,0.152846903,0.286494849,-0.308112873,0.572409831,0.582959883,0.570599408,0.444937041,0.323861722,0.561386432,0.512854134
1,010000100000000000000000000000000000000000000000000000000000000000000000000000000000,2014,HJA,4493,H. J. Andrews,Willamette NF,0.063938284,-0.080816461,-0.004990588,-0.707054564,-0.514801268,0.152846903,0.286494849,-0.308112873,0.572409831,0.582959883,0.570599408,0.444937041,0.323861722,0.561386432,0.512854134
1,111111100000000000000000000000000000000000000000000000000000000000000000000000000000,2014,HJA,4212,H. J. Andrews,Willamette NF,0.063938284,-0.080816461,-0.004990588,-0.707054564,-0.514801268,0.152846903,0.286494849,-0.308112873,0.572409831,0.582959883,0.570599408,0.444937041,0.323861722,0.561386432,0.512854134
1,000000000000000000000000001111110000000000000000000000000000000000000000000000000000,2016,HJA,5365,H. J. Andrews,Willamette NF,0.063938284,-0.080816461,-0.004990588,-0.707054564,-0.514801268,0.152846903,0.286494849,-0.308112873,0.572409831,0.582959883,0.570599408,0.444937041,0.323861722,0.561386432,0.512854134
1,000000000000000000000000001001010000000000000000000000000000000000000000000000000000,2016,HJA,5174,H. J. Andrews,Willamette NF,0.063938284,-0.080816461,-0.004990588,-0.707054564,-0.514801268,0.152846903,0.286494849,-0.308112873,0.572409831,0.582959883,0.570599408,0.444937041,0.323861722,0.561386432,0.512854134
1,000000000000000000000000000010100000000000000000000000000000000000000000000000000000,2016,HJA,5151,H. J. Andrews,Willamette NF,0.063938284,-0.080816461,-0.004990588,-0.707054564,-0.514801268,0.152846903,0.286494849,-0.308112873,0.572409831,0.582959883,0.570599408,0.444937041,0.323861722,0.561386432,0.512854134
1,000000000000000000000000111111110000000000000000000000000000000000000000000000000000,2016,HJA,4996,H. J. Andrews,Willamette NF,0.063938284,-0.080816461,-0.004990588,-0.707054564,-0.514801268,0.152846903,0.286494849,-0.308112873,0.572409831,0.582959883,0.570599408,0.444937041,0.323861722,0.561386432,0.512854134
1,000000000000000000000000011101110000000000000000000000000000000000000000000000000000,2016,HJA,5399,H. J. Andrews,Willamette NF,0.063938284,-0.080816461,-0.004990588,-0.707054564,-0.514801268,0.152846903,0.286494849,-0.308112873,0.572409831,0.582959883,0.570599408,0.444937041,0.323861722,0.561386432,0.512854134
1,000000000000111111100000000000000000000000000000000000000000000000000000000000000000,2015,HJA,4067,H. J. Andrews,Willamette NF,0.063938284,-0.080816461,-0.004990588,-0.707054564,-0.514801268,0.152846903,0.286494849,-0.308112873,0.572409831,0.582959883,0.570599408,0.444937041,0.323861722,0.561386432,0.512854134
1,000000000000111100000000000000000000000000000000000000000000000000000000000000000000,2015,HJA,4531,H. J. Andrews,Willamette NF,0.063938284,-0.080816461,-0.004990588,-0.707054564,-0.514801268,0.152846903,0.286494849,-0.308112873,0.572409831,0.582959883,0.570599408,0.444937041,0.323861722,0.561386432,0.512854134
1,111111110000111111010000011111110000000000000000000000000000000000000000000000000000,2014,HJA,4351,H. J. Andrews,Willamette NF,0.063938284,-0.080816461,-0.004990588,-0.707054564,-0.514801268,0.152846903,0.286494849,-0.308112873,0.572409831,0.582959883,0.570599408,0.444937041,0.323861722,0.561386432,0.512854134
1,000000000000000000000000000000000000000000000000000111100000000000000000000000000000,2018,HJA,7713,H. J. Andrews,Willamette NF,0.063938284,-0.080816461,-0.004990588,-0.707054564,-0.514801268,0.152846903,0.286494849,-0.308112873,0.572409831,0.582959883,0.570599408,0.444937041,0.323861722,0.561386432,0.512854134
1,000000000000000000000000011111110000000000000000000000000000000000000000000000000000,2016,HJA,5391,H. J. Andrews,Willamette NF,0.063938284,-0.080816461,-0.004990588,-0.707054564,-0.514801268,0.152846903,0.286494849,-0.308112873,0.572409831,0.582959883,0.570599408,0.444937041,0.323861722,0.561386432,0.512854134
1,001100000000000000000000000000000000000000000000000000000000000000000000000000000000,2014,HJA,1654,H. J. Andrews,Willamette NF,0.063938284,-0.080816461,-0.004990588,-0.707054564,-0.514801268,0.152846903,0.286494849,-0.308112873,0.572409831,0.582959883,0.570599408,0.444937041,0.323861722,0.561386432,0.512854134
1,000000000000000000000000000000000000000001010000000000000000000000000000000000000000,2017,HJA,7474,H. J. Andrews,Willamette NF,0.063938284,-0.080816461,-0.004990588,-0.707054564,-0.514801268,0.152846903,0.286494849,-0.308112873,0.572409831,0.582959883,0.570599408,0.444937041,0.323861722,0.561386432,0.512854134
1,000000000000000000000000000000000000011111000000000000000000000000000000000000000000,2017,HJA,7579,H. J. Andrews,Willamette NF,0.063938284,-0.080816461,-0.004990588,-0.707054564,-0.514801268,0.152846903,0.286494849,-0.308112873,0.572409831,0.582959883,0.570599408,0.444937041,0.323861722,0.561386432,0.512854134
1,000000000000011100000000101110010000000000000000000000000000000000000000000000000000,2015,HJA,4799,H. J. Andrews,Willamette NF,0.063938284,-0.080816461,-0.004990588,-0.707054564,-0.514801268,0.152846903,0.286494849,-0.308112873,0.572409831,0.582959883,0.570599408,0.444937041,0.323861722,0.561386432,0.512854134
1,000000000000000000000000000000000000101111000000000000000000000000000000000000000000,2017,HJA,5433,H. J. Andrews,Willamette NF,0.063938284,-0.080816461,-0.004990588,-0.707054564,-0.514801268,0.152846903,0.286494849,-0.308112873,0.572409831,0.582959883,0.570599408,0.444937041,0.323861722,0.561386432,0.512854134
1,111111010000111101100000110111010000000000000000000000000000000000000000000000000000,2014,HJA,3519,H. J. Andrews,Willamette NF,0.063938284,-0.080816461,-0.004990588,-0.707054564,-0.514801268,0.152846903,0.286494849,-0.308112873,0.572409831,0.582959883,0.570599408,0.444937041,0.323861722,0.561386432,0.512854134
1,000000000000000000000000111111110000111111100000000000000000000000000000000000000000,2016,HJA,4874,H. J. Andrews,Willamette NF,0.063938284,-0.080816461,-0.004990588,-0.707054564,-0.514801268,0.152846903,0.286494849,-0.308112873,0.572409831,0.582959883,0.570599408,0.444937041,0.323861722,0.561386432,0.512854134
1,000000000000000000000000000000000000000000000000111111110000000000000000000000000000,2018,HJA,7444,H. J. Andrews,Willamette NF,0.063938284,-0.080816461,-0.004990588,-0.707054564,-0.514801268,0.152846903,0.286494849,-0.308112873,0.572409831,0.582959883,0.570599408,0.444937041,0.323861722,0.561386432,0.512854134
1,000000000000000000000000000000000100000000110000000000000000000000000000000000000000,2016,HJA,5370,H. J. Andrews,Willamette NF,0.063938284,-0.080816461,-0.004990588,-0.707054564,-0.514801268,0.152846903,0.286494849,-0.308112873,0.572409831,0.582959883,0.570599408,0.444937041,0.323861722,0.561386432,0.512854134
1,000000000000010100000000000000000000000000000000000000000000000000000000000000000000,2015,HJA,4782,H. J. Andrews,Willamette NF,0.063938284,-0.080816461,-0.004990588,-0.707054564,-0.514801268,0.152846903,0.286494849,-0.308112873,0.572409831,0.582959883,0.570599408,0.444937041,0.323861722,0.561386432,0.512854134
1,000000000000000000000000000000000000000000000000111111100000000000000000000000000000,2018,HJA,7509,H. J. Andrews,Willamette NF,0.063938284,-0.080816461,-0.004990588,-0.707054564,-0.514801268,0.152846903,0.286494849,-0.308112873,0.572409831,0.582959883,0.570599408,0.444937041,0.323861722,0.561386432,0.512854134
1,000000000000000000000000000000000000101010000000000000000000000000000000000000000000,2017,HJA,7569,H. J. Andrews,Willamette NF,0.063938284,-0.080816461,-0.004990588,-0.707054564,-0.514801268,0.152846903,0.286494849,-0.308112873,0.572409831,0.582959883,0.570599408,0.444937041,0.323861722,0.561386432,0.512854134
1,111111110000000000000000000000000000000000000000000000000000000000000000000000000000,2014,HJA,4353,H. J. Andrews,Willamette NF,0.063938284,-0.080816461,-0.004990588,-0.707054564,-0.514801268,0.152846903,0.286494849,-0.308112873,0.572409831,0.582959883,0.570599408,0.444937041,0.323861722,0.561386432,0.512854134
1,000000000000000000000000000000000000000000000000111111010000000000000000000000000000,2018,HJA,7857,H. J. Andrews,Willamette NF,0.063938284,-0.080816461,-0.004990588,-0.707054564,-0.514801268,0.152846903,0.286494849,-0.308112873,0.572409831,0.582959883,0.570599408,0.444937041,0.323861722,0.561386432,0.512854134
1,000000000000000000000000000000000000000101110000000000010000000000000000000000000000,2017,HJA,7312,H. J. Andrews,Willamette NF,0.063938284,-0.080816461,-0.004990588,-0.707054564,-0.514801268,0.152846903,0.286494849,-0.308112873,0.572409831,0.582959883,0.570599408,0.444937041,0.323861722,0.561386432,0.512854134
1,110110100000000000000000000000000000000000000000000000000000000000000000000000000000,2014,HJA,4256,H. J. Andrews,Willamette NF,0.063938284,-0.080816461,-0.004990588,-0.707054564,-0.514801268,0.152846903,0.286494849,-0.308112873,0.572409831,0.582959883,0.570599408,0.444937041,0.323861722,0.561386432,0.512854134
1,000000000000000000000000111100110000000000000000000000000000000000000000000000000000,2016,HJA,4903,H. J. Andrews,Willamette NF,0.063938284,-0.080816461,-0.004990588,-0.707054564,-0.514801268,0.152846903,0.286494849,-0.308112873,0.572409831,0.582959883,0.570599408,0.444937041,0.323861722,0.561386432,0.512854134
1,000000000000000000000000000000000000000000000000001000010000000000000000000000000000,2018,HJA,7202,H. J. Andrews,Willamette NF,0.063938284,-0.080816461,-0.004990588,-0.707054564,-0.514801268,0.152846903,0.286494849,-0.308112873,0.572409831,0.582959883,0.570599408,0.444937041,0.323861722,0.561386432,0.512854134
1,000000000000000000000000111110110000000000000000000000000000000000000000000000000000,2016,HJA,4994,H. J. Andrews,Willamette NF,0.063938284,-0.080816461,-0.004990588,-0.707054564,-0.514801268,0.152846903,0.286494849,-0.308112873,0.572409831,0.582959883,0.570599408,0.444937041,0.323861722,0.561386432,0.512854134
1,000000000000000000000000000000000000000000000000001010110000000000000000000000000000,2018,HJA,7367,H. J. Andrews,Willamette NF,0.063938284,-0.080816461,-0.004990588,-0.707054564,-0.514801268,0.152846903,0.286494849,-0.308112873,0.572409831,0.582959883,0.570599408,0.444937041,0.323861722,0.561386432,0.512854134
1,000000000000000000000000000001000000000000000000000000000000000000000000000000000000,2016,HJA,5384,H. J. Andrews,Willamette NF,0.063938284,-0.080816461,-0.004990588,-0.707054564,-0.514801268,0.152846903,0.286494849,-0.308112873,0.572409831,0.582959883,0.570599408,0.444937041,0.323861722,0.561386432,0.512854134
1,000000000000001000000000000000000000000000000000000000000000000000000000000000000000,2015,HJA,4629,H. J. Andrews,Willamette NF,0.063938284,-0.080816461,-0.004990588,-0.707054564,-0.514801268,0.152846903,0.286494849,-0.308112873,0.572409831,0.582959883,0.570599408,0.444937041,0.323861722,0.561386432,0.512854134
1,000000000000000000000000000000000000111111110000000000000000000000000000000000000000,2017,HJA,7528,H. J. Andrews,Willamette NF,0.063938284,-0.080816461,-0.004990588,-0.707054564,-0.514801268,0.152846903,0.286494849,-0.308112873,0.572409831,0.582959883,0.570599408,0.444937041,0.323861722,0.561386432,0.512854134
1,000000000000000000000000111111110000000000000000000000000000000000000000000000000000,2016,HJA,4983,H. J. Andrews,Willamette NF,0.063938284,-0.080816461,-0.004990588,-0.707054564,-0.514801268,0.152846903,0.286494849,-0.308112873,0.572409831,0.582959883,0.570599408,0.444937041,0.323861722,0.561386432,0.512854134
1,000110000000000000000000000000000000000000000000000000000000000000000000000000000000,2014,HJA,3676,H. J. Andrews,Willamette NF,0.063938284,-0.080816461,-0.004990588,-0.707054564,-0.514801268,0.152846903,0.286494849,-0.308112873,0.572409831,0.582959883,0.570599408,0.444937041,0.323861722,0.561386432,0.512854134
1,000000000000000000000000001101100000000000000000000000000000000000000000000000000000,2016,HJA,5295,H. J. Andrews,Willamette NF,0.063938284,-0.080816461,-0.004990588,-0.707054564,-0.514801268,0.152846903,0.286494849,-0.308112873,0.572409831,0.582959883,0.570599408,0.444937041,0.323861722,0.561386432,0.512854134
1,101111100000111011110000000000000000000000000000000000000000000000000000000000000000,2014,HJA,4354,H. J. Andrews,Willamette NF,0.063938284,-0.080816461,-0.004990588,-0.707054564,-0.514801268,0.152846903,0.286494849,-0.308112873,0.572409831,0.582959883,0.570599408,0.444937041,0.323861722,0.561386432,0.512854134
1,000000000000000000000000000000000000000000000000000001000000000000000000000000000000,2018,HJA,7851,H. J. Andrews,Willamette NF,0.063938284,-0.080816461,-0.004990588,-0.707054564,-0.514801268,0.152846903,0.286494849,-0.308112873,0.572409831,0.582959883,0.570599408,0.444937041,0.323861722,0.561386432,0.512854134
